transaction_id,transaction_date,weekday,customer_id,store_id,product_id,quantity,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,unit_cost,gross_profit,margin_pct,payment_method,channel,promotion_applied,promotion_type,weather_conditions,holiday_flag,inventory_level,stockout_flag,forecasted_demand,actual_demand,forecast_error,return_flag,satisfaction_score
20230435,2024-12-02,Monday,20183,141,1009,1.0,1851.91,0.2,1851.91,370.382,1481.528,1077.88,403.648,0.27245384494926855,Gift Card,In-Store,True,BOGO,Stormy,False,372,False,333,435,102.0,False,4.0
20230436,2024-04-08,Monday,20088,107,1018,1.0,355.04,0.0,355.04,0.0,355.04,198.14,156.9,0.4419220369535828,Gift Card,Online,False,None,Cloudy,False,178,False,472,294,-178.0,False,2.0
20230437,2023-11-13,Monday,20347,109,1014,4.0,216.44,0.12,865.76,103.8912,761.8688,172.18,73.1488,0.09601233178206003,Digital Wallet,In-Store,True,Loyalty Reward,Snowy,False,465,False,258,309,51.0,True,4.0
20230438,2023-12-04,Monday,20496,138,1013,6.0,177.15,0.0,1062.9,0.0,1062.9,118.75,350.4,0.3296641264465143,Gift Card,Online,False,None,Cloudy,False,28,False,211,243,32.0,False,1.0
20230439,2024-07-06,Saturday,20246,101,1050,2.0,1248.45,0.21,2496.9,524.349,1972.551,742.28,487.991,0.24739081524381373,Gift Card,Mobile App,True,Clearance,Sunny,False,308,False,401,284,-117.0,False,3.0
20230440,2024-07-15,Monday,20085,136,1047,1.0,372.38,0.0,372.38,0.0,372.38,273.17,99.21,0.26642139749718025,Cash,Curbside Pickup,False,None,Sunny,False,324,False,402,293,-109.0,False,5.0
20230441,2023-10-24,Tuesday,20244,145,1046,3.0,553.78,0.0,1661.34,0.0,1661.34,345.33,625.35,0.3764130159991332,Cash,Mobile App,False,None,Rainy,False,32,False,131,126,-5.0,False,2.0
20230442,2024-12-12,Thursday,20660,146,1031,3.0,552.91,0.0,1658.73,0.0,1658.73,402.09,452.46,0.2727749543325315,Digital Wallet,Curbside Pickup,False,None,Rainy,False,139,False,354,242,-112.0,False,5.0
20230443,2024-12-09,Monday,20791,119,1008,2.0,604.56,0.13,1209.12,157.1856,1051.9344,397.4,257.1344,0.24443957722078483,Debit Card,In-Store,True,BOGO,Sunny,False,271,False,250,290,40.0,False,1.0
20230444,2024-11-12,Tuesday,21098,136,1044,6.0,72.89,0.27,437.34,118.0818,319.2582,46.06,42.8982,0.13436835764907518,Credit Card,In-Store,True,Percentage Discount,Windy,False,128,False,446,625,179.0,False,1.0
20230445,2023-07-29,Saturday,20754,124,1022,4.0,309.73,0.0,1238.92,0.0,1238.92,187.99,486.96,0.39305201304361864,EBT,In-Store,False,None,Cloudy,False,189,False,441,339,-102.0,False,5.0
20230446,2023-09-06,Wednesday,20656,141,1003,2.0,1961.45,0.0,3922.9,0.0,3922.9,1394.94,1133.02,0.2888220449157511,Credit Card,Curbside Pickup,False,None,Cloudy,False,178,False,188,146,-42.0,False,1.0
20230447,2023-04-01,Saturday,20167,101,1027,7.0,56.01,0.0,392.07,0.0,392.07,37.44,129.99,0.33154793786823783,EBT,In-Store,False,None,Sunny,False,201,False,253,288,35.0,False,4.0
20230448,2024-08-21,Wednesday,20656,141,1021,2.0,78.07,0.3,156.14,46.842,109.298,45.04,19.218,0.1758312137459057,Debit Card,Curbside Pickup,True,Manufacturer Rebate,Cloudy,False,254,False,169,143,-26.0,False,1.0
20230449,2024-12-07,Saturday,20376,129,1038,6.0,155.65,0.26,933.9,242.814,691.086,88.81,158.226,0.22895269185021835,Digital Wallet,In-Store,True,Bundle Deal,Sunny,False,22,True,270,382,112.0,False,5.0
20230450,2024-12-14,Saturday,20647,119,1023,7.0,129.56,0.0,906.92,0.0,906.92,70.74,411.74,0.45399814757641255,Debit Card,Curbside Pickup,False,None,Rainy,False,509,False,121,88,-33.0,True,2.0
20230451,2023-12-28,Thursday,20824,135,1005,2.0,1086.91,0.28,2173.82,608.6696,1565.1504,774.22,16.7104,0.010676545845051016,Gift Card,Mobile App,True,Percentage Discount,Cloudy,False,419,False,369,262,-107.0,False,2.0
20230452,2023-05-26,Friday,20034,110,1018,4.0,339.35,0.0,1357.4,0.0,1357.4,198.14,564.84,0.4161190511271549,Credit Card,Online,False,None,Stormy,False,504,False,439,631,192.0,False,2.0
20230453,2024-11-23,Saturday,20665,104,1041,3.0,616.87,0.0,1850.61,0.0,1850.61,486.05,392.46,0.21207061455412,Digital Wallet,In-Store,False,None,Stormy,False,272,False,264,161,-103.0,False,2.0
20230454,2024-12-01,Sunday,20393,110,1021,2.0,77.54,0.0,155.08,0.0,155.08,45.04,65.0,0.4191385091565644,Debit Card,Online,False,None,Snowy,False,40,False,263,221,-42.0,False,3.0
20230455,2023-09-03,Sunday,20222,143,1041,4.0,636.34,0.0,2545.36,0.0,2545.36,486.05,601.16,0.23617877235440177,Digital Wallet,Mobile App,False,None,Snowy,False,467,False,334,322,-12.0,False,2.0
20230456,2023-08-20,Sunday,20341,101,1037,1.0,405.02,0.19,405.02,76.9538,328.0662,270.26,57.8062,0.17620285174150824,Credit Card,Online,True,Clearance,Sunny,False,332,False,68,41,-27.0,False,1.0
20230457,2023-07-11,Tuesday,20343,139,1031,1.0,574.54,0.27,574.54,155.1258,419.4142,402.09,17.3242,0.04130570686447899,Digital Wallet,Curbside Pickup,True,Manufacturer Rebate,Windy,False,460,False,454,423,-31.0,False,3.0
20230458,2024-12-03,Tuesday,20212,146,1016,4.0,373.09,0.34,1492.36,507.4024,984.9576,263.25,-68.0424,-0.06908155234296384,EBT,Mobile App,True,BOGO,Stormy,False,353,False,125,155,30.0,False,2.0
20230459,2024-11-28,Thursday,21166,111,1045,1.0,215.08,0.11,215.08,23.6588,191.4212,159.92,31.5012,0.16456484443729333,Gift Card,Online,True,Loyalty Reward,Sunny,True,119,False,146,108,-38.0,False,4.0
20230460,2024-01-08,Monday,20629,125,1041,4.0,634.2,0.0,2536.8,0.0,2536.8,486.05,592.6,0.23360138757489754,Digital Wallet,Mobile App,False,None,Windy,False,135,False,472,370,-102.0,False,2.0
20230461,2023-12-30,Saturday,20469,123,1049,7.0,160.97,0.32,1126.79,360.5728,766.2172,117.26,-54.6028,-0.07126282208230252,EBT,Mobile App,True,Loyalty Reward,Stormy,False,114,False,66,80,14.0,False,4.0
20230462,2024-01-23,Tuesday,20899,124,1032,2.0,937.37,0.0,1874.74,0.0,1874.74,572.31,730.12,0.389451337252099,EBT,In-Store,False,None,Sunny,False,22,True,465,388,-77.0,False,3.0
20230463,2024-03-18,Monday,20886,115,1033,1.0,791.23,0.32,791.23,253.1936,538.0364,465.85,72.1864,0.13416638725558333,Debit Card,In-Store,True,Bundle Deal,Cloudy,False,249,False,38,44,6.0,True,3.0
20230464,2023-03-18,Saturday,20670,137,1006,5.0,273.36,0.0,1366.8,0.0,1366.8,163.55,549.05,0.40170471173544053,Debit Card,Online,False,None,Snowy,False,38,False,469,404,-65.0,False,2.0
20230465,2024-02-05,Monday,20963,136,1013,4.0,179.68,0.31,718.72,222.8032,495.9168,118.75,20.9168,0.04217804276846443,Cash,Curbside Pickup,True,Loyalty Reward,Cloudy,False,417,False,394,444,50.0,True,1.0
20230466,2024-11-19,Tuesday,20449,114,1006,1.0,269.45,0.0,269.45,0.0,269.45,163.55,105.9,0.39302282427166446,Digital Wallet,Online,False,None,Windy,False,36,False,129,100,-29.0,False,4.0
20230467,2023-06-02,Friday,20979,146,1025,3.0,544.28,0.0,1632.84,0.0,1632.84,301.28,729.0,0.44646138017197035,Credit Card,Online,False,None,Windy,False,441,False,472,653,181.0,False,2.0
20230468,2024-06-11,Tuesday,20977,147,1022,3.0,320.36,0.0,961.08,0.0,961.08,187.99,397.11,0.4131914096641279,Digital Wallet,In-Store,False,None,Rainy,False,130,False,449,630,181.0,False,4.0
20230469,2023-12-07,Thursday,20090,111,1031,1.0,556.79,0.0,556.79,0.0,556.79,402.09,154.7,0.2778426336679897,Debit Card,Curbside Pickup,False,None,Windy,False,377,False,445,573,128.0,False,1.0
20230470,2023-11-04,Saturday,20565,121,1006,1.0,265.82,0.17,265.82,45.1894,220.6306,163.55,57.0806,0.25871569945420075,Debit Card,Curbside Pickup,True,Percentage Discount,Cloudy,False,3,True,266,345,79.0,False,5.0
20230471,2023-03-02,Thursday,20640,121,1027,7.0,60.33,0.0,422.31,0.0,422.31,37.44,160.23,0.37941322725012433,Credit Card,Curbside Pickup,False,None,Snowy,False,150,False,279,224,-55.0,False,3.0
20230472,2023-07-28,Friday,20219,121,1013,3.0,182.13,0.0,546.39,0.0,546.39,118.75,190.14,0.3479931916762752,Gift Card,Online,False,None,Cloudy,False,462,False,202,252,50.0,False,4.0
20230473,2024-04-12,Friday,20208,101,1021,5.0,76.97,0.0,384.85,0.0,384.85,45.04,159.65,0.41483694946082894,Debit Card,Mobile App,False,None,Cloudy,False,360,False,240,196,-44.0,False,5.0
20230474,2023-12-01,Friday,21089,125,1029,1.0,2106.31,0.0,2106.31,0.0,2106.31,1429.66,676.65,0.32124900893030933,EBT,In-Store,False,None,Windy,False,493,False,425,397,-28.0,False,4.0
20230475,2024-12-05,Thursday,20339,147,1050,2.0,1358.98,0.14,2717.96,380.5144,2337.4456,742.28,852.8856,0.3648793366570756,EBT,Online,True,Bundle Deal,Cloudy,False,348,False,164,135,-29.0,True,4.0
20230476,2023-10-22,Sunday,20026,113,1007,2.0,1152.82,0.0,2305.64,0.0,2305.64,637.12,1031.4,0.44733783244565495,Cash,Mobile App,False,None,Rainy,False,308,False,110,101,-9.0,False,1.0
20230477,2024-06-18,Tuesday,20626,115,1003,1.0,1879.96,0.19,1879.96,357.1924,1522.7676,1394.94,127.8276,0.08394426043737735,Cash,Online,True,Manufacturer Rebate,Snowy,False,428,False,402,365,-37.0,False,5.0
20230478,2024-03-17,Sunday,20194,133,1027,7.0,56.59,0.0,396.13,0.0,396.13,37.44,134.05,0.33839901042587034,Digital Wallet,Mobile App,False,None,Cloudy,False,195,False,77,55,-22.0,False,2.0
20230479,2023-06-24,Saturday,20284,113,1046,4.0,521.85,0.0,2087.4,0.0,2087.4,345.33,706.08,0.3382581201494683,EBT,In-Store,False,None,Stormy,False,73,False,191,206,15.0,False,4.0
20230480,2024-03-20,Wednesday,20868,147,1016,3.0,365.5,0.22,1096.5,241.23,855.27,263.25,65.52,0.07660738714090286,Digital Wallet,Curbside Pickup,True,Manufacturer Rebate,Cloudy,False,428,False,179,231,52.0,False,2.0
20230481,2024-11-04,Monday,20774,121,1002,1.0,1303.29,0.0,1303.29,0.0,1303.29,759.3,543.99,0.4173975093801073,Credit Card,Mobile App,False,None,Sunny,False,379,False,87,91,4.0,False,2.0
20230482,2024-05-17,Friday,20597,103,1041,3.0,608.67,0.17,1826.01,310.4217,1515.5883,486.05,57.4383,0.037898352738669074,EBT,Online,True,Clearance,Sunny,False,8,True,79,66,-13.0,False,5.0
20230483,2023-06-27,Tuesday,21111,141,1039,1.0,93.74,0.0,93.74,0.0,93.74,71.53,22.21,0.23693193940687002,Debit Card,In-Store,False,None,Cloudy,False,61,False,85,112,27.0,False,5.0
20230484,2023-03-09,Thursday,20297,124,1035,4.0,768.05,0.0,3072.2,0.0,3072.2,403.28,1459.08,0.47493001757698067,Cash,In-Store,False,None,Windy,False,461,False,61,41,-20.0,False,1.0
20230485,2023-09-07,Thursday,20184,142,1037,2.0,372.82,0.24,745.64,178.9536,566.6864,270.26,26.1664,0.046174392044700675,Cash,Curbside Pickup,True,Manufacturer Rebate,Snowy,False,336,False,315,346,31.0,False,3.0
20230486,2024-11-12,Tuesday,21048,105,1028,2.0,779.61,0.0,1559.22,0.0,1559.22,494.36,570.5,0.3658880722412488,Debit Card,In-Store,False,None,Sunny,False,257,False,354,236,-118.0,False,4.0
20230487,2023-09-19,Tuesday,20220,115,1047,2.0,396.97,0.0,793.94,0.0,793.94,273.17,247.6,0.31186235735697915,Gift Card,Curbside Pickup,False,None,Windy,False,467,False,161,109,-52.0,False,4.0
20230488,2024-07-29,Monday,20396,148,1017,1.0,135.66,0.07,135.66,9.4962,126.1638,93.3,32.8638,0.2604851787913807,EBT,Mobile App,True,Manufacturer Rebate,Snowy,False,383,False,42,57,15.0,False,2.0
20230489,2024-11-28,Thursday,21131,130,1001,2.0,669.27,0.0,1338.54,0.0,1338.54,419.73,499.08,0.37285400511004524,EBT,Mobile App,False,None,Rainy,True,426,False,50,52,2.0,False,5.0
20230490,2023-01-14,Saturday,20253,116,1013,1.0,175.69,0.19,175.69,33.3811,142.3089,118.75,23.5589,0.1655476221093691,Credit Card,Curbside Pickup,True,BOGO,Windy,False,397,False,292,422,130.0,False,3.0
20230491,2023-02-20,Monday,20018,130,1009,1.0,1787.02,0.0,1787.02,0.0,1787.02,1077.88,709.14,0.3968282391915031,Cash,Mobile App,False,None,Cloudy,False,61,False,447,347,-100.0,False,3.0
20230492,2024-01-29,Monday,20109,138,1002,2.0,1316.56,0.13,2633.12,342.3056,2290.8144,759.3,772.2144,0.3370916474071404,Debit Card,Curbside Pickup,True,Percentage Discount,Windy,False,394,False,70,69,-1.0,True,2.0
20230493,2024-09-14,Saturday,20320,111,1044,2.0,73.02,0.0,146.04,0.0,146.04,46.06,53.92,0.3692139139961654,Digital Wallet,Online,False,None,Cloudy,False,7,True,98,132,34.0,False,3.0
20230494,2024-08-24,Saturday,21134,113,1038,4.0,152.77,0.35,611.08,213.878,397.202,88.81,41.962,0.10564397963756474,Gift Card,Online,True,BOGO,Rainy,False,184,False,420,412,-8.0,False,2.0
20230495,2023-12-29,Friday,21144,103,1049,4.0,166.68,0.0,666.72,0.0,666.72,117.26,197.68,0.2964962802975762,Cash,Mobile App,False,None,Sunny,False,122,False,151,107,-44.0,False,1.0
20230496,2024-12-01,Sunday,20360,124,1036,1.0,1117.72,0.08,1117.72,89.4176,1028.3024,738.32,289.9824,0.28200109228569337,Digital Wallet,Mobile App,True,Manufacturer Rebate,Sunny,False,63,False,470,637,167.0,False,2.0
20230497,2023-07-14,Friday,20296,126,1009,1.0,1849.99,0.08,1849.99,147.9992,1701.9908,1077.88,624.1108,0.3666945790776307,Cash,Online,True,Manufacturer Rebate,Sunny,False,309,False,185,263,78.0,False,4.0
20230498,2023-05-16,Tuesday,20726,102,1033,1.0,888.86,0.24,888.86,213.3264,675.5336,465.85,209.6836,0.3103969957971002,EBT,Mobile App,True,Loyalty Reward,Snowy,False,183,False,471,420,-51.0,False,5.0
20230499,2023-08-02,Wednesday,20590,109,1047,3.0,392.08,0.0,1176.24,0.0,1176.24,273.17,356.73,0.3032799428688023,Cash,In-Store,False,None,Cloudy,False,520,False,437,495,58.0,False,4.0
20230500,2024-03-24,Sunday,20138,119,1023,4.0,131.39,0.12,525.56,63.0672,462.4928,70.74,179.5328,0.38818507012433484,Debit Card,Online,True,Loyalty Reward,Rainy,False,253,False,299,236,-63.0,False,3.0
20230501,2024-05-28,Tuesday,20895,103,1022,2.0,315.55,0.0,631.1,0.0,631.1,187.99,255.12,0.4042465536365077,Cash,In-Store,False,None,Rainy,False,142,False,242,252,10.0,False,2.0
20230502,2024-09-28,Saturday,20032,101,1018,1.0,362.54,0.25,362.54,90.635,271.905,198.14,73.765,0.2712896048252148,Gift Card,Curbside Pickup,True,Percentage Discount,Cloudy,False,53,False,84,74,-10.0,False,2.0
20230503,2023-04-28,Friday,20573,128,1007,1.0,1074.86,0.0,1074.86,0.0,1074.86,637.12,437.74,0.40725303760489734,Debit Card,In-Store,False,None,Cloudy,False,477,False,358,273,-85.0,False,3.0
20230504,2024-03-05,Tuesday,20217,139,1028,4.0,826.17,0.0,3304.68,0.0,3304.68,494.36,1327.24,0.40162436302455906,Gift Card,In-Store,False,None,Stormy,False,461,False,124,143,19.0,True,2.0
20230505,2024-12-29,Sunday,21030,104,1038,3.0,150.56,0.0,451.68,0.0,451.68,88.81,185.25,0.4101354941551541,Gift Card,Mobile App,False,None,Cloudy,False,25,False,30,42,12.0,False,4.0
20230506,2023-05-21,Sunday,20806,129,1023,3.0,130.76,0.0,392.28,0.0,392.28,70.74,180.06,0.45900887121443873,EBT,In-Store,False,None,Windy,False,46,False,336,375,39.0,False,4.0
20230507,2024-02-27,Tuesday,20734,129,1041,3.0,670.94,0.0,2012.82,0.0,2012.82,486.05,554.67,0.275568605240409,Cash,Mobile App,False,None,Windy,False,443,False,36,32,-4.0,False,3.0
20230508,2023-12-22,Friday,20545,132,1032,1.0,947.85,0.0,947.85,0.0,947.85,572.31,375.54,0.39620193068523507,Credit Card,Online,False,None,Snowy,False,157,False,291,406,115.0,False,3.0
20230509,2024-01-30,Tuesday,20460,139,1024,3.0,464.14,0.0,1392.42,0.0,1392.42,283.62,541.56,0.3889343732494506,EBT,Mobile App,False,None,Stormy,False,65,False,65,49,-16.0,False,4.0
20230510,2024-12-09,Monday,20027,147,1041,2.0,635.57,0.28,1271.14,355.9192,915.2208,486.05,-56.8792,-0.062148063068496656,Digital Wallet,In-Store,True,Manufacturer Rebate,Snowy,False,507,False,467,450,-17.0,False,3.0
20230511,2023-12-24,Sunday,20539,130,1002,2.0,1262.18,0.0,2524.36,0.0,2524.36,759.3,1005.76,0.3984217781932847,Credit Card,Mobile App,False,None,Rainy,True,164,False,330,253,-77.0,False,4.0
20230512,2024-08-13,Tuesday,20810,118,1029,2.0,2049.12,0.0,4098.24,0.0,4098.24,1429.66,1238.92,0.3023053798703833,Digital Wallet,Mobile App,False,None,Cloudy,False,70,False,113,134,21.0,True,5.0
20230513,2023-09-14,Thursday,20694,123,1047,1.0,397.37,0.0,397.37,0.0,397.37,273.17,124.2,0.3125550494501346,Credit Card,Online,False,None,Cloudy,False,389,False,435,291,-144.0,False,1.0
20230514,2024-11-30,Saturday,20555,141,1003,1.0,1829.2,0.0,1829.2,0.0,1829.2,1394.94,434.26,0.2374043297616444,Cash,Curbside Pickup,False,None,Windy,False,220,False,250,246,-4.0,False,2.0
20230515,2023-01-25,Wednesday,20410,137,1034,1.0,1669.9,0.15,1669.9,250.485,1419.415,1145.68,273.735,0.19285057576536807,Digital Wallet,Curbside Pickup,True,Clearance,Snowy,False,404,False,241,229,-12.0,False,1.0
20230516,2024-04-02,Tuesday,20976,106,1035,4.0,759.96,0.0,3039.84,0.0,3039.84,403.28,1426.72,0.4693404916048214,Gift Card,In-Store,False,None,Snowy,False,277,False,119,119,0.0,False,3.0
20230517,2023-02-04,Saturday,20028,147,1007,1.0,1023.75,0.0,1023.75,0.0,1023.75,637.12,386.63,0.37766056166056167,Digital Wallet,Curbside Pickup,False,None,Stormy,False,62,False,196,168,-28.0,False,1.0
20230518,2023-08-05,Saturday,20299,138,1010,2.0,392.42,0.0,784.84,0.0,784.84,261.42,262.0,0.3338260027521533,Credit Card,Curbside Pickup,False,None,Windy,False,277,False,470,586,116.0,False,5.0
20230519,2024-01-10,Wednesday,20615,148,1009,1.0,1707.84,0.11,1707.84,187.8624,1519.9776,1077.88,442.0976,0.2908579705385131,Cash,Curbside Pickup,True,Bundle Deal,Sunny,False,122,False,42,48,6.0,False,1.0
20230520,2023-07-29,Saturday,20556,129,1011,1.0,861.37,0.0,861.37,0.0,861.37,618.67,242.7,0.2817604513739741,EBT,Mobile App,False,None,Rainy,False,172,False,127,170,43.0,False,2.0
20230521,2024-12-10,Tuesday,20538,122,1028,4.0,792.63,0.0,3170.52,0.0,3170.52,494.36,1193.08,0.37630420246521074,Cash,In-Store,False,None,Rainy,False,234,False,261,218,-43.0,False,3.0
20230522,2024-05-04,Saturday,20181,103,1043,4.0,116.83,0.0,467.32,0.0,467.32,75.88,163.8,0.35050928699820255,Digital Wallet,Online,False,None,Sunny,False,97,False,270,205,-65.0,False,1.0
20230523,2024-11-12,Tuesday,20252,104,1048,5.0,292.25,0.0,1461.25,0.0,1461.25,184.37,539.4,0.3691360136869119,Debit Card,Mobile App,False,None,Stormy,False,273,False,215,146,-69.0,False,4.0
20230524,2024-03-21,Thursday,20716,113,1031,1.0,525.95,0.0,525.95,0.0,525.95,402.09,123.86,0.23549767088126258,Debit Card,In-Store,False,None,Rainy,False,236,False,21,28,7.0,False,1.0
20230525,2024-12-31,Tuesday,20116,128,1019,1.0,1330.18,0.27,1330.18,359.1486,971.0314,867.36,103.6714,0.10676420968467143,Gift Card,Online,True,BOGO,Windy,True,444,False,97,69,-28.0,False,4.0
20230526,2023-12-03,Sunday,20316,131,1042,1.0,423.92,0.0,423.92,0.0,423.92,233.03,190.89,0.4502972258916777,EBT,Curbside Pickup,False,None,Sunny,False,350,False,188,194,6.0,False,1.0
20230527,2024-11-26,Tuesday,21089,125,1025,2.0,513.39,0.0,1026.78,0.0,1026.78,301.28,424.22,0.41315569060558255,Cash,Online,False,None,Snowy,False,146,False,376,257,-119.0,False,4.0
20230528,2023-10-07,Saturday,20125,124,1010,2.0,397.76,0.0,795.52,0.0,795.52,261.42,272.68,0.3427695092518101,Cash,Mobile App,False,None,Stormy,False,442,False,460,580,120.0,False,2.0
20230529,2024-08-13,Tuesday,20025,112,1032,1.0,973.39,0.0,973.39,0.0,973.39,572.31,401.08,0.4120445042583138,Credit Card,Mobile App,False,None,Stormy,False,357,False,298,249,-49.0,True,1.0
20230530,2024-06-14,Friday,20734,129,1026,1.0,215.35,0.0,215.35,0.0,215.35,130.01,85.34,0.3962851172509868,Gift Card,Online,False,None,Snowy,False,199,False,59,51,-8.0,False,1.0
20230531,2023-09-12,Tuesday,21175,111,1017,7.0,122.95,0.06,860.65,51.639,809.011,93.3,155.911,0.19271802237546826,EBT,Online,True,Percentage Discount,Cloudy,False,319,False,86,66,-20.0,False,3.0
20230532,2023-12-18,Monday,20040,133,1037,1.0,382.55,0.0,382.55,0.0,382.55,270.26,112.29,0.293530257482682,Credit Card,In-Store,False,None,Rainy,False,510,False,184,144,-40.0,False,2.0
20230533,2024-01-23,Tuesday,20725,140,1026,5.0,214.33,0.33,1071.65,353.6445,718.0055,130.01,67.9555,0.09464481818036218,Cash,Mobile App,True,Bundle Deal,Sunny,False,375,False,145,140,-5.0,False,5.0
20230534,2024-08-04,Sunday,20486,119,1046,4.0,575.84,0.0,2303.36,0.0,2303.36,345.33,922.04,0.4003021672686858,Credit Card,Mobile App,False,None,Sunny,False,10,True,178,228,50.0,False,2.0
20230535,2023-10-12,Thursday,20778,112,1013,6.0,168.46,0.08,1010.76,80.8608,929.8992,118.75,217.3992,0.23378792023909684,EBT,Mobile App,True,Clearance,Snowy,False,165,False,457,403,-54.0,False,2.0
20230536,2024-07-04,Thursday,20045,110,1044,3.0,73.41,0.0,220.23,0.0,220.23,46.06,82.05,0.37256504563410975,Credit Card,Mobile App,False,None,Windy,True,89,False,475,502,27.0,False,1.0
20230537,2023-10-18,Wednesday,20502,106,1018,3.0,364.36,0.0,1093.08,0.0,1093.08,198.14,498.66,0.45619716763640356,Debit Card,Mobile App,False,None,Windy,False,44,False,310,305,-5.0,False,5.0
20230538,2024-04-13,Saturday,20399,103,1041,3.0,644.64,0.32,1933.92,618.8544,1315.0656,486.05,-143.0844,-0.10880400186880426,Digital Wallet,Mobile App,True,BOGO,Snowy,False,508,False,112,97,-15.0,True,3.0
20230539,2024-02-12,Monday,20887,138,1023,3.0,134.14,0.15,402.42,60.363,342.057,70.74,129.837,0.3795770880291881,Credit Card,Mobile App,True,BOGO,Windy,False,102,False,159,134,-25.0,False,2.0
20230540,2023-01-17,Tuesday,20209,103,1005,1.0,1081.32,0.32,1081.32,346.0224,735.2976,774.22,-38.9224,-0.05293421330356601,Gift Card,Online,True,Loyalty Reward,Cloudy,False,295,False,386,238,-148.0,False,4.0
20230541,2024-10-15,Tuesday,20131,149,1050,2.0,1336.06,0.0,2672.12,0.0,2672.12,742.28,1187.56,0.4444261485262638,Debit Card,Mobile App,False,None,Cloudy,False,115,False,224,178,-46.0,False,4.0
20230542,2023-03-02,Thursday,20317,136,1007,1.0,1072.98,0.27,1072.98,289.7046,783.2754,637.12,146.1554,0.18659516180388147,Debit Card,In-Store,True,Percentage Discount,Stormy,False,299,False,448,381,-67.0,False,5.0
20230543,2024-12-02,Monday,20029,126,1006,5.0,262.1,0.0,1310.5,0.0,1310.5,163.55,492.75,0.37600152613506294,Cash,In-Store,False,None,Snowy,False,36,False,71,90,19.0,False,2.0
20230544,2023-09-13,Wednesday,20543,134,1013,2.0,181.05,0.0,362.1,0.0,362.1,118.75,124.6,0.3441038387185861,Debit Card,In-Store,False,None,Sunny,False,29,False,172,198,26.0,False,2.0
20230545,2024-04-29,Monday,20112,124,1038,5.0,153.87,0.0,769.35,0.0,769.35,88.81,325.3,0.42282446220835773,Cash,Curbside Pickup,False,None,Sunny,False,419,False,52,31,-21.0,True,3.0
20230546,2023-11-23,Thursday,21036,123,1012,4.0,241.6,0.0,966.4,0.0,966.4,173.37,272.92,0.282408940397351,EBT,In-Store,False,None,Stormy,False,403,False,452,538,86.0,False,2.0
20230547,2023-05-16,Tuesday,20825,102,1026,7.0,228.49,0.0,1599.43,0.0,1599.43,130.01,689.36,0.43100354501291094,Digital Wallet,Curbside Pickup,False,None,Sunny,False,443,False,230,203,-27.0,False,3.0
20230548,2024-11-24,Sunday,21113,104,1007,1.0,1049.8,0.0,1049.8,0.0,1049.8,637.12,412.68,0.393103448275862,Digital Wallet,Curbside Pickup,False,None,Snowy,False,15,True,225,175,-50.0,False,5.0
20230549,2023-07-13,Thursday,20903,136,1030,1.0,932.13,0.28,932.13,260.9964,671.1336,569.19,101.9436,0.15189762515242844,Debit Card,Curbside Pickup,True,Bundle Deal,Windy,False,345,False,206,190,-16.0,False,2.0
20230550,2024-11-15,Friday,20136,141,1019,2.0,1355.54,0.0,2711.08,0.0,2711.08,867.36,976.36,0.3601369196039954,Cash,Curbside Pickup,False,None,Cloudy,False,207,False,398,506,108.0,False,5.0
20230551,2023-09-29,Friday,20810,118,1012,4.0,243.54,0.27,974.16,263.0232,711.1368,173.37,17.6568,0.024828978053167795,Gift Card,Curbside Pickup,True,Clearance,Sunny,False,11,True,462,646,184.0,False,4.0
20230552,2024-04-14,Sunday,20854,124,1023,1.0,124.97,0.0,124.97,0.0,124.97,70.74,54.23,0.4339441465951829,Digital Wallet,In-Store,False,None,Cloudy,False,413,False,74,96,22.0,False,1.0
20230553,2024-02-29,Thursday,20639,117,1025,2.0,565.39,0.0,1130.78,0.0,1130.78,301.28,528.22,0.46712888448681444,Debit Card,In-Store,False,None,Stormy,False,309,False,28,38,10.0,False,5.0
20230554,2023-12-02,Saturday,20741,145,1017,3.0,126.8,0.11,380.4,41.844,338.556,93.3,58.656,0.1732534647148478,EBT,Curbside Pickup,True,Loyalty Reward,Stormy,False,512,False,408,550,142.0,False,5.0
20230555,2023-05-17,Wednesday,20893,148,1008,1.0,604.43,0.0,604.43,0.0,604.43,397.4,207.03,0.3425210528928081,Digital Wallet,In-Store,False,None,Windy,False,85,False,210,262,52.0,False,5.0
20230556,2023-03-23,Thursday,21182,132,1032,1.0,891.89,0.0,891.89,0.0,891.89,572.31,319.58,0.35831772976488135,Digital Wallet,Mobile App,False,None,Stormy,False,373,False,450,491,41.0,False,3.0
20230557,2023-09-19,Tuesday,21124,125,1032,1.0,920.08,0.3,920.08,276.024,644.056,572.31,71.746,0.11139714558982462,EBT,Curbside Pickup,True,Clearance,Windy,False,448,False,106,119,13.0,False,5.0
20230558,2023-10-29,Sunday,20761,108,1020,1.0,343.18,0.0,343.18,0.0,343.18,190.07,153.11,0.44615070808322166,EBT,In-Store,False,None,Cloudy,False,166,False,204,267,63.0,False,4.0
20230559,2024-04-17,Wednesday,21111,141,1019,2.0,1289.95,0.0,2579.9,0.0,2579.9,867.36,845.18,0.32760184503275325,EBT,Online,False,None,Cloudy,False,17,True,73,102,29.0,False,5.0
